Genes,Pathways
NRAS,path:hsa05022;path:hsa05223;path:hsa05220;path:hsa04660;path:hsa04929;path:hsa04926;path:hsa04151;path:hsa04921;path:hsa04662;path:hsa04664;path:hsa05235;path:hsa05230;path:hsa05231;path:hsa05034;path:hsa04726;path:hsa05218;path:hsa04933;path:hsa04935;path:hsa05219;path:hsa04213;path:hsa04730;path:hsa04062;path:hsa05221;path:hsa04912;path:hsa05226;path:hsa04014;path:hsa05211;path:hsa05224;path:hsa04140;path:hsa05010;path:hsa04540;path:hsa04068;path:hsa05215;path:hsa05166;path:hsa04720;path:hsa04810;path:hsa04137;path:hsa04714;path:hsa04550;path:hsa05417;path:hsa04071;path:hsa05225;path:hsa05214;path:hsa04211;path:hsa04360;path:hsa04370;path:hsa04371;path:hsa04915;path:hsa04625;path:hsa04015;path:hsa04010;path:hsa04650;path:hsa04072;path:hsa05205;path:hsa04917;path:hsa05206;path:hsa05200;path:hsa05203;path:hsa05160;path:hsa04012;path:hsa04910;path:hsa05170;path:hsa04916;path:hsa04210;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05216;path:hsa05213;path:hsa05210;path:hsa04150;path:hsa04919;path:hsa05161;path:hsa04722;path:hsa05165;path:hsa05167;WP2261;WP2290;WP231;WP2586;WP2828;WP2870;WP3303;WP35;WP3676;WP382;WP3844;WP4301;WP3929;WP3932;WP4155;WP4172;WP422;WP4223;WP4255;WP4262;WP4321;WP4341;WP4483;WP4535;WP4539;WP4541;WP4666;WP4674;WP4685;WP4871;WP4806;WP51;WP673;WP710;WP732
ENPP7,path:hsa00600
ADGRE5,WP2877;WP334
ACTN4,path:hsa04510;path:hsa04520;path:hsa04530;path:hsa05322;path:hsa05146;path:hsa04810;path:hsa05131;path:hsa05203;path:hsa04670;WP2118;WP2572;WP306;WP383;WP4217;WP4758
DHX8,path:hsa03040;WP411
KRT19,path:hsa05150;path:hsa04915;WP4970
GLRA2,path:hsa04080
COX20,path:hsa04714;WP4922
LSM7,path:hsa03040;path:hsa03018;WP411
ZNF251,path:hsa05168
IL18BP,WP4754
RUNX1T1,path:hsa05221;path:hsa05200;path:hsa05202;WP3658
SLC15A1,path:hsa04974
CASP5,path:hsa05132;path:hsa04621;WP1433;WP2877
OMA1,path:hsa05017
EIF3H,path:hsa03013;path:hsa05162;WP107;WP3888;WP5027
PPP3R2,path:hsa05020;path:hsa05022;path:hsa04660;path:hsa04921;path:hsa04662;path:hsa05235;path:hsa05031;path:hsa04724;path:hsa04114;path:hsa04659;path:hsa04658;path:hsa04310;path:hsa05010;path:hsa05014;path:hsa05166;path:hsa04720;path:hsa04922;path:hsa05417;path:hsa04360;path:hsa04370;path:hsa04625;path:hsa04020;path:hsa05152;path:hsa04924;path:hsa04010;path:hsa04650;path:hsa04380;path:hsa05170;path:hsa04022;path:hsa04218;path:hsa05163;path:hsa05167;WP1541;WP2059;WP3414;WP382;WP428
GATA4,path:hsa04530;path:hsa04022;path:hsa04218;path:hsa04919;WP1591;WP1528;WP1544;WP236;WP2406;WP2853;WP4300;WP4814;WP4842;WP732
TAF6,path:hsa03022;WP405
NME1-NME2,path:hsa00240;path:hsa00983;path:hsa00230;WP4022
NDUFB2,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP111;WP4396;WP623
MGP,WP3413;WP474;WP4808
RETN,WP236;WP4481
ERBIN,path:hsa04621;WP1433;WP288;WP3651
CELF2,WP411
ENO3,path:hsa00010;path:hsa04066;path:hsa03018;WP4018;WP534
CSNK2A1,path:hsa05020;path:hsa05022;path:hsa05235;path:hsa04520;path:hsa03008;path:hsa04310;path:hsa05010;path:hsa04137;path:hsa04064;path:hsa05162;WP231;WP2380;WP4258;WP4262;WP428;WP4336;WP4566
DDX39B,path:hsa03015;path:hsa03013;path:hsa03040
SLC17A2,WP322
EMSY,WP2857
SLC26A3,path:hsa04978;path:hsa04972
YARS2,path:hsa00970
IGHA2,WP453
AGMAT,path:hsa00330
CXCR5,path:hsa04062;path:hsa04060;path:hsa04061;WP2328;WP24;WP3929;WP455
INVS,path:hsa04310;WP4150;WP428;WP4656;WP4803
STS,path:hsa00140;WP2877;WP697
SCARB2,path:hsa04142;WP2572;WP4758
LRPAP1,path:hsa04979
WTIP,path:hsa04390;path:hsa04392
BAG3,WP1772
SRGAP2,path:hsa04360
AMOTL2,path:hsa04530
CASTOR1,path:hsa04150
MYL5,path:hsa04510;path:hsa05132;path:hsa04810;path:hsa04360;path:hsa05131;path:hsa04670;WP306
EXOSC7,path:hsa03018;WP4352
ZNF337,path:hsa05168
NLRP7,path:hsa04621;WP1433
TTR,path:hsa04918
ZNF135,path:hsa05168
ZNF462,WP2857
RHEB,path:hsa04151;path:hsa05231;path:hsa04140;path:hsa04152;path:hsa04714;path:hsa04211;path:hsa04072;path:hsa04910;path:hsa04218;path:hsa05163;path:hsa04150;path:hsa04919;path:hsa05165;path:hsa05168;WP1471;WP2035;WP3676;WP3844;WP3915;WP3932;WP4018;WP4172;WP4321;WP4539;WP4549;WP4577;WP4656;WP4674;WP4746;WP481
FLII,WP3888
LAMB4,path:hsa04512;path:hsa04510;path:hsa04151;path:hsa05222;path:hsa05146;path:hsa05145;path:hsa05200;path:hsa05165;WP4172;WP4658
ITPKC,path:hsa00562;path:hsa04020;path:hsa04070;WP1984;WP4286
HTR3D,path:hsa04726;path:hsa04742
HYI,path:hsa00630
RPS6,path:hsa05171;path:hsa04151;path:hsa04066;path:hsa03010;path:hsa04714;path:hsa04371;path:hsa05205;path:hsa04910;path:hsa04150;WP127;WP2032;WP2034;WP2035;WP2037;WP2203;WP2332;WP2374;WP2380;WP304;WP3584;WP3888;WP3932;WP4172;WP4321;WP4566;WP4659;WP4674;WP4746;WP477;WP4806;WP49;WP585
TBX21,path:hsa05321;path:hsa04659;path:hsa04658;WP2853;WP3893;WP4754
NRROS,WP3945;WP4906
IDS,path:hsa04142;path:hsa00531;WP4815
AGT,path:hsa04614;path:hsa04927;path:hsa04925;path:hsa04931;path:hsa04933;path:hsa04934;path:hsa05414;path:hsa05410;path:hsa05415;path:hsa04261;path:hsa04270;path:hsa04924;path:hsa04072;path:hsa05200;path:hsa04080;WP1528;WP1544;WP236;WP364;WP4756;WP4883;WP4891;WP4969;WP554;WP727
ALAS2,path:hsa00260;path:hsa00860;WP561
NCR1,path:hsa04650
MEFV,path:hsa05135;path:hsa04621;WP1433
SH3BP2,path:hsa04650;WP23
PNP,path:hsa00240;path:hsa00760;path:hsa00230;WP3888
BIRC2,path:hsa04215;path:hsa04510;path:hsa05132;path:hsa05222;path:hsa04120;path:hsa04668;path:hsa04390;path:hsa04621;path:hsa04217;path:hsa05145;path:hsa05200;path:hsa05202;path:hsa04210;path:hsa04064;path:hsa05168;WP1772;WP2036;WP231;WP254;WP2880;WP2882;WP306;WP3617;WP4658;WP4659;WP4674
HSPA4,path:hsa04530;path:hsa05417;path:hsa04612;WP2359
SRGAP3,path:hsa04360
PGM1,path:hsa00010;path:hsa00500;path:hsa00230;path:hsa00052;path:hsa00520;path:hsa00030;WP2858;WP4018;WP500;WP698
ITGB2,path:hsa04610;path:hsa04514;path:hsa05133;path:hsa05134;path:hsa05416;path:hsa04145;path:hsa05146;path:hsa05166;path:hsa04810;path:hsa05144;path:hsa04613;path:hsa04390;path:hsa05150;path:hsa05152;path:hsa04015;path:hsa04650;path:hsa05140;path:hsa05323;path:hsa04670;WP185;WP3945;WP3932;WP3937;WP4136;WP4298;WP4493;WP4534;WP4541
TCF7L1,path:hsa05132;path:hsa04520;path:hsa04934;path:hsa05412;path:hsa05221;path:hsa05226;path:hsa05224;path:hsa04310;path:hsa05215;path:hsa05217;path:hsa05225;path:hsa04390;path:hsa05200;path:hsa04916;path:hsa05216;path:hsa05213;path:hsa05210;path:hsa05165;path:hsa05167;WP2064;WP2118;WP2857;WP2858;WP3527;WP3678;WP399;WP4149;WP4155;WP4216;WP4258;WP4262;WP428;WP4336;WP4540;WP4844;WP4879;WP710
CLUH,WP107
TRAF1,path:hsa05222;path:hsa04668;path:hsa05200;path:hsa05203;path:hsa05202;path:hsa04210;path:hsa04064;WP2018;WP2036;WP231;WP254;WP262;WP2864;WP3941;WP4658;WP4754;WP4950
ADRA2B,path:hsa04080;path:hsa04022;WP455;WP58
REG1A,WP481;WP619
DGKH,path:hsa00561;path:hsa00564;path:hsa05231;path:hsa04070;path:hsa04072
NDUFV3,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP111;WP4396;WP623
RPS6KA3,path:hsa05135;path:hsa04931;path:hsa04114;path:hsa04720;path:hsa04714;path:hsa04010;path:hsa04150;path:hsa04722;path:hsa04914;WP2380;WP304;WP382;WP3915;WP4321;WP437;WP477;WP481;WP4877
HNRNPL,WP411
SRC,path:hsa04750;path:hsa04611;path:hsa04510;path:hsa05100;path:hsa04926;path:hsa04921;path:hsa05135;path:hsa04520;path:hsa05219;path:hsa04530;path:hsa04062;path:hsa04912;path:hsa04540;path:hsa04810;path:hsa04137;path:hsa04727;path:hsa05120;path:hsa05417;path:hsa04613;path:hsa04360;path:hsa04370;path:hsa04915;path:hsa05418;path:hsa04625;path:hsa05152;path:hsa04015;path:hsa05131;path:hsa05130;path:hsa05205;path:hsa04917;path:hsa05203;path:hsa04012;path:hsa04144;path:hsa05163;path:hsa04919;path:hsa05161;path:hsa05167;path:hsa05168;WP138;WP1539;WP185;WP2018;WP2032;WP2034;WP2035;WP2037;WP2038;WP2203;WP2261;WP2324;WP2332;WP2374;WP2380;WP244;WP2586;WP2828;WP286;WP2873;WP2876;WP2882;WP304;WP306;WP313;WP3303;WP366;WP3678;WP3680;WP3888;WP3943;WP4136;WP4298;WP4357;WP437;WP4483;WP4534;WP4538;WP4549;WP4659;WP4666;WP4746;WP4747;WP4806;WP581;WP61;WP615;WP673
GNG11,path:hsa04926;path:hsa04151;path:hsa05032;path:hsa05034;path:hsa04726;path:hsa04728;path:hsa04724;path:hsa04062;path:hsa04014;path:hsa04713;path:hsa04727;path:hsa04371;path:hsa05200;path:hsa05170;path:hsa04725;path:hsa05163;path:hsa04723;path:hsa05167;WP289;WP35;WP3929;WP3932;WP4172;WP4223;WP536
CCDC65,WP4803
ATP6V0D1,path:hsa04145;path:hsa04142;path:hsa05120;path:hsa00190;path:hsa05152;path:hsa04966;path:hsa05323;path:hsa05203;path:hsa05110;path:hsa04721;path:hsa05165;WP3888
PALB2,path:hsa03460;path:hsa03440;WP4946
RNF152,path:hsa04150
CDK20,WP4536
TPPP,WP2038;WP2276;WP706
MAGEL2,WP3594;WP3998
ACE2,path:hsa04614;path:hsa05171;path:hsa04974;WP4883;WP4891;WP4912;WP4969;WP5039;WP5065;WP5076;WP554
MAP2K2,path:hsa05022;path:hsa05223;path:hsa05220;path:hsa04660;path:hsa04929;path:hsa04926;path:hsa04151;path:hsa04921;path:hsa04662;path:hsa04664;path:hsa05132;path:hsa05135;path:hsa05235;path:hsa05230;path:hsa05231;path:hsa05218;path:hsa04934;path:hsa04935;path:hsa05219;path:hsa04066;path:hsa04730;path:hsa05221;path:hsa04912;path:hsa05226;path:hsa04014;path:hsa05211;path:hsa05224;path:hsa04140;path:hsa05010;path:hsa04540;path:hsa04068;path:hsa05215;path:hsa05166;path:hsa04720;path:hsa04810;path:hsa04550;path:hsa04071;path:hsa04613;path:hsa05225;path:hsa05214;path:hsa04024;path:hsa04370;path:hsa04371;path:hsa04915;path:hsa04270;path:hsa04015;path:hsa04010;path:hsa04650;path:hsa04072;path:hsa05205;path:hsa04917;path:hsa05206;path:hsa05200;path:hsa05160;path:hsa04012;path:hsa04620;path:hsa04910;path:hsa05170;path:hsa04916;path:hsa04022;path:hsa04210;path:hsa04218;path:hsa05163;path:hsa05216;path:hsa05164;path:hsa05213;path:hsa05210;path:hsa04150;path:hsa04919;path:hsa05161;path:hsa04722;path:hsa05165;path:hsa05167;WP127;WP1449;WP1544;WP185;WP195;WP2034;WP2037;WP205;WP22;WP2203;WP2261;WP23;WP2332;WP2374;WP2380;WP2447;WP2636;WP2637;WP2795;WP2828;WP304;WP313;WP364;WP3651;WP366;WP382;WP3863;WP3879;WP3888;WP3915;WP3931;WP3932;WP4155;WP4172;WP422;WP4223;WP4239;WP4255;WP4262;WP4263;WP4269;WP437;WP4535;WP4549;WP4566;WP4666;WP4685;WP4747;WP4871;WP4767;WP4806;WP481;WP4877;WP49;WP4928;WP5074;WP51;WP581;WP673;WP69;WP732;WP734;WP75
CISD1,WP236
ZNRF3,path:hsa04310
GNAI2,path:hsa04611;path:hsa04928;path:hsa04926;path:hsa04923;path:hsa04921;path:hsa05133;path:hsa05032;path:hsa05030;path:hsa05034;path:hsa04726;path:hsa04728;path:hsa04724;path:hsa04934;path:hsa04935;path:hsa04730;path:hsa04062;path:hsa04971;path:hsa04540;path:hsa04713;path:hsa04727;path:hsa04071;path:hsa04261;path:hsa05142;path:hsa04360;path:hsa04024;path:hsa04371;path:hsa04915;path:hsa04924;path:hsa04015;path:hsa05145;path:hsa05200;path:hsa04670;path:hsa05012;path:hsa05170;path:hsa04916;path:hsa04022;path:hsa04725;path:hsa05163;path:hsa04723;path:hsa04914;WP2032;WP2355;WP26;WP2806;WP35;WP3929;WP4540;WP4900;WP536
ATXN3L,path:hsa05022;path:hsa05017;path:hsa04141
SELENOO,WP15
FFAR1,path:hsa04911;WP3958;WP455
EDAR,path:hsa04064;path:hsa04060;WP3930
LYPLA2,path:hsa00564
ABCG1,path:hsa05417;path:hsa02010;WP299;WP4718
NUP210,path:hsa05014;path:hsa03013
OMG,WP2431
ARVCF,WP4657
SMOX,path:hsa00330;path:hsa00410
KIR3DL1,path:hsa05332;path:hsa04650;path:hsa04612
FN1,path:hsa04512;path:hsa04510;path:hsa05100;path:hsa04151;path:hsa05135;path:hsa04933;path:hsa05222;path:hsa05146;path:hsa04810;path:hsa05205;path:hsa05200;path:hsa05165;WP2814;WP2911;WP306;WP3287;WP3303;WP366;WP3670;WP3680;WP3859;WP3967;WP3888;WP3932;WP4172;WP4239;WP453;WP4658;WP4754;WP51;WP615
UGT2B4,path:hsa00830;path:hsa00140;path:hsa04976;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00860;path:hsa05204;path:hsa00053;path:hsa00040;WP1604;WP2879;WP2882;WP698;WP702
ZNF793,path:hsa05168
FHIT,path:hsa05223;path:hsa05222;path:hsa00230;WP4255;WP4658
RAB5B,path:hsa05132;path:hsa04014;path:hsa04145;path:hsa05146;path:hsa04962;path:hsa05152;path:hsa04144;WP4301;WP4223
SETD3,WP2369
IFNE,path:hsa04630;path:hsa04622;path:hsa04060;WP3865;WP4558
EPO,path:hsa04151;path:hsa04066;path:hsa04630;path:hsa04640;path:hsa05200;path:hsa04060;WP2848;WP3614;WP3932;WP4172;WP581
SLC2A5,path:hsa04973;WP2882;WP2884;WP534
NDUFAF4,path:hsa04714
EFCAB7,path:hsa04340;WP4536
DUSP6,path:hsa05221;path:hsa04010;path:hsa05202;WP382;WP4263;WP4553
RPP30,path:hsa03008;path:hsa03013
ATP6V1G2,path:hsa04145;path:hsa05120;path:hsa00190;path:hsa04966;path:hsa05323;path:hsa05110;path:hsa04721;path:hsa04150;path:hsa05165
CASC3,path:hsa03015;path:hsa03013
ABHD16A,WP4754
C2CD3,WP4536;WP4803
CDC20,path:hsa04110;path:hsa04114;path:hsa04120;path:hsa05166;path:hsa05203;WP179;WP4240
ATP12A,path:hsa00190
RPS15A,path:hsa05171;path:hsa03010;WP477
PPIB,WP2037;WP4786
TREM2,path:hsa04380;WP3937
PDCD6IP,path:hsa04144;WP4301
TOLLIP,path:hsa04620;WP1449;WP1772;WP195;WP2637;WP3858;WP4496;WP75
NUDT7,path:hsa04146
TLX2,WP2023;WP2029;WP2064
NDUFB10,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP111;WP4396;WP5072;WP623
MEGF8,path:hsa04340
MAP1LC3B2,path:hsa04216
CCDC9,WP4754
SYN2,WP2267
BCAT1,path:hsa00770;path:hsa00270;path:hsa00290;path:hsa00280;WP3925;WP3940
REN,path:hsa04614;path:hsa05415;path:hsa04924;WP4756;WP4883;WP4969;WP554
ABCB8,path:hsa02010
OASL,path:hsa05165
PI4KA,path:hsa00562;path:hsa04070;WP2858;WP4657
EHMT1,path:hsa00310;path:hsa04211;WP2369;WP4288
ACOX1,path:hsa00410;path:hsa00640;path:hsa04146;path:hsa01040;path:hsa00071;path:hsa04024;path:hsa00592;path:hsa03320;WP2881;WP2882;WP3942;WP4719;WP4721;WP4723
DLL1,path:hsa04658;path:hsa05224;path:hsa05200;path:hsa04330;WP2064;WP268;WP2854;WP2857;WP3413;WP3845;WP4239;WP4262;WP4785;WP4787;WP61
BIRC8,WP4658
GP5,path:hsa04611;path:hsa04512;path:hsa04640;WP4657
FSHR,path:hsa04913;path:hsa04024;path:hsa04080;WP117;WP2035;WP24;WP34;WP455;WP4871
FOXO6,path:hsa04068;path:hsa05131;WP4542
KDM3B,path:hsa04714;WP4321
GCM2,path:hsa04928
PPP2R1A,path:hsa04151;path:hsa04350;path:hsa04728;path:hsa04114;path:hsa04730;path:hsa04530;path:hsa03015;path:hsa04152;path:hsa04071;path:hsa04261;path:hsa04390;path:hsa05142;path:hsa05160;path:hsa05165;WP3932;WP399;WP4172;WP4949;WP500
POMGNT1,path:hsa00515;WP4803
UBE2Q1,path:hsa04120
GGCX,path:hsa00130
TNFRSF11A,path:hsa04917;path:hsa05323;path:hsa04380;path:hsa04064;path:hsa04060;WP12;WP2018;WP2817;WP4786;WP4788
JUP,path:hsa05412;path:hsa05221;path:hsa05226;path:hsa05200;path:hsa05202;WP2118;WP2355;WP2858;WP4239
SLC25A1,WP4657
MRPL14,path:hsa03010
PPCDC,path:hsa00770
LCE2B,WP2877
FOXA1,WP2853;WP2857;WP3932;WP5066
CDC5L,path:hsa03040
ARHGAP17,path:hsa04530
VPS37A,path:hsa04144
PTGER3,path:hsa04923;path:hsa04024;path:hsa04020;path:hsa05200;path:hsa04080;path:hsa05163;WP247;WP4483;WP455;WP98
RAB21,WP4352
MTA3,WP3527;WP4320
CHTF18,WP2363
A2M,path:hsa04610;WP2806;WP558
BST1,path:hsa00760;path:hsa04970;path:hsa04972;WP3645
IFNA1,path:hsa05171;path:hsa04151;path:hsa04630;path:hsa05320;path:hsa04623;path:hsa05417;path:hsa04621;path:hsa04622;path:hsa04217;path:hsa05152;path:hsa04650;path:hsa05200;path:hsa05160;path:hsa04620;path:hsa05170;path:hsa04060;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP1449;WP3865;WP4172;WP4496;WP4558;WP4655;WP4666;WP4912;WP75
PRMT7,WP4947
DDO,path:hsa00250;path:hsa04146
SLC30A2,WP3529
DDR2,WP474;WP4808
USE1,path:hsa04130
OR8D2,path:hsa04740;WP455
GORAB,path:hsa04115
CTSE,path:hsa04142
ELAVL1,path:hsa04152;path:hsa04657;WP1403;WP2853;WP3527;WP3932;WP4336;WP4659;WP4754;WP5046
UCN2,path:hsa04080
AAAS,path:hsa03013
RBKS,path:hsa00030
ZNF212,path:hsa05168
TRADD,path:hsa04920;path:hsa05132;path:hsa04668;path:hsa04071;path:hsa04622;path:hsa04217;path:hsa04657;path:hsa05152;path:hsa04010;path:hsa05131;path:hsa05130;path:hsa05203;path:hsa05160;path:hsa05170;path:hsa04210;path:hsa04064;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP1772;WP2513;WP231;WP254;WP262;WP3865;WP400;WP4655;WP5039
APH1B,path:hsa05010;path:hsa04330;WP268;WP61
CLPB,path:hsa04213
CD40,path:hsa05340;path:hsa04514;path:hsa05330;path:hsa05416;path:hsa05322;path:hsa05320;path:hsa05166;path:hsa05144;path:hsa05417;path:hsa05310;path:hsa05145;path:hsa05202;path:hsa04620;path:hsa04064;path:hsa04060;path:hsa04672;path:hsa05169;WP1449;WP2328;WP2806;WP2877;WP288;WP4341;WP453;WP75
MYOM1,WP383
GSTM1,path:hsa00480;path:hsa05225;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa05204;path:hsa05200;WP100;WP2882;WP2884;WP3891;WP697;WP699;WP702
UBAP2L,WP3888
DUSP4,path:hsa04010;WP2853;WP382
PRKCB,path:hsa05022;path:hsa04750;path:hsa05223;path:hsa05171;path:hsa04510;path:hsa04929;path:hsa04928;path:hsa04925;path:hsa04921;path:hsa04662;path:hsa04666;path:hsa05032;path:hsa05031;path:hsa05231;path:hsa04726;path:hsa04728;path:hsa04724;path:hsa04931;path:hsa04933;path:hsa04935;path:hsa04911;path:hsa04066;path:hsa05415;path:hsa04960;path:hsa04730;path:hsa04918;path:hsa04062;path:hsa04912;path:hsa04014;path:hsa04971;path:hsa04310;path:hsa04973;path:hsa05146;path:hsa04540;path:hsa05143;path:hsa05017;path:hsa04720;path:hsa04713;path:hsa04727;path:hsa04071;path:hsa04613;path:hsa05225;path:hsa05214;path:hsa04961;path:hsa04370;path:hsa04270;path:hsa04020;path:hsa04015;path:hsa04970;path:hsa04972;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04070;path:hsa05205;path:hsa05206;path:hsa05200;path:hsa04012;path:hsa04670;path:hsa05170;path:hsa04916;path:hsa04064;path:hsa04725;path:hsa05163;path:hsa05164;path:hsa04150;path:hsa04919;path:hsa04723;path:hsa05161;WP1528;WP1544;WP2261;WP23;WP2324;WP2355;WP2374;WP2636;WP289;WP304;WP306;WP35;WP363;WP3947;WP3888;WP3929;WP3944;WP399;WP4223;WP4255;WP428;WP4341;WP437;WP4538;WP4540;WP4666;WP4871;WP4754;WP4787;WP4806;WP481;WP536;WP673
ERCC1,path:hsa03460;path:hsa03420;WP4673;WP4753;WP4946
SNRPA1,path:hsa03040;WP411
PSMD2,path:hsa05020;path:hsa05022;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa03050;path:hsa05012;path:hsa05169;WP183;WP231;WP2359
DRD4,path:hsa04728;path:hsa04080;WP117;WP1602;WP2636;WP455;WP58
ZNF77,path:hsa05168
RAD51D,path:hsa03440
STAG1,path:hsa04110;WP179;WP4240
NDUFA12,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP111;WP4396
DNAJC6,path:hsa04144
CELF1,WP236;WP411
SDF2L1,WP3888
NOXO1,WP231
NRXN2,path:hsa04514;WP4875
BPGM,path:hsa00010;path:hsa00260;WP4754
GBP1,path:hsa04621;WP619
RAB35,path:hsa04144
SLC25A11,WP3888
NET1,WP2864
TRPC5,path:hsa04929;path:hsa04360
TET1,WP2857;WP3584
ELOVL3,path:hsa01040;path:hsa00062;WP4718;WP4724
CSGALNACT1,path:hsa00532;WP4784
SMPD2,path:hsa04071;path:hsa00600;WP231;WP26
ANKRD1,WP2880;WP2882;WP516
PCCA,path:hsa00640;path:hsa00280;path:hsa00630
DYNLT3,path:hsa05132;WP4352;WP4532;WP4906
TNFSF15,path:hsa04060;WP615
RHOB,path:hsa05132;WP138;WP2064;WP2431;WP4217;WP4659
XRCC2,path:hsa03440;WP4673
CDS2,path:hsa00564;path:hsa04070
RASSF4,path:hsa04392
CD82,path:hsa04115;WP4950
JAKMIP1,WP2858
DIAPH3,path:hsa04810;WP51
EI24,path:hsa04115;WP3982;WP4286
CHRD,path:hsa04350;WP2857;WP4657
PLEC,WP4535
SESN3,path:hsa04115;path:hsa04211;WP3982;WP3915
GTPBP2,WP4577
ME2,path:hsa00620;WP5050
TARBP2,WP4549;WP4844;WP4879
ZNF785,path:hsa05168
ULK1,path:hsa05022;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa04137;path:hsa04152;path:hsa04211;path:hsa04150;WP1471;WP2509;WP3844;WP3932;WP4577;WP4923;WP4963;WP615
AHRR,WP2586;WP2873;WP2882;WP4673
HSPA1L,path:hsa05020;path:hsa05134;path:hsa04213;path:hsa05417;path:hsa04141;path:hsa03040;path:hsa04915;path:hsa04010;path:hsa05145;path:hsa04612;path:hsa04144;path:hsa05162;WP2359;WP382
CCNQ,WP4803
CCDC88A,WP2857
PTH2R,path:hsa04080;WP334
CHST7,path:hsa00532;WP702
IL10,path:hsa04660;path:hsa05133;path:hsa05135;path:hsa05330;path:hsa04630;path:hsa05322;path:hsa05320;path:hsa05321;path:hsa05146;path:hsa04068;path:hsa05143;path:hsa05144;path:hsa05310;path:hsa05142;path:hsa05150;path:hsa04625;path:hsa05152;path:hsa05140;path:hsa05145;path:hsa04060;path:hsa04061;path:hsa04672;WP2328;WP3863;WP4141;WP4298;WP4329;WP4484;WP4495;WP4747;WP4754;WP4891;WP530;WP706
SLC7A10,WP2895
GYS2,path:hsa04151;path:hsa04931;path:hsa05415;path:hsa00500;path:hsa04152;path:hsa04922;path:hsa04910;WP1403;WP3932;WP4172;WP481;WP500
COL10A1,path:hsa04974;WP474;WP4808;WP615
ZNF140,path:hsa05168
CCNT1,path:hsa05202;WP3414;WP4673
CDH17,path:hsa05226;WP4540;WP4541
SPHK1,path:hsa04666;path:hsa04071;path:hsa04370;path:hsa04371;path:hsa04020;path:hsa05152;path:hsa04072;path:hsa00600;WP1422;WP26;WP4142;WP4725;WP4726
LGALS9C,WP3945
KLF10,WP366
PLEKHG5,path:hsa05200
PAXIP1,WP4949
C4A,path:hsa04610;path:hsa05171;path:hsa05133;path:hsa05322;path:hsa05150;WP2328;WP2806;WP545;WP706
DDX20,path:hsa03013;WP411;WP4673
SRPK2,WP411
TFB1M,WP1541;WP391
ZNF224,path:hsa05168
AK8,path:hsa00230;path:hsa00730
CCL28,path:hsa04062;path:hsa04060;path:hsa04061;path:hsa04672;WP3929
GSTZ1,path:hsa00350;WP702
PAK1,path:hsa04660;path:hsa04510;path:hsa04666;path:hsa05132;path:hsa04062;path:hsa04014;path:hsa05211;path:hsa04810;path:hsa05120;path:hsa04392;path:hsa04360;path:hsa04024;path:hsa04625;path:hsa04010;path:hsa04650;path:hsa05130;path:hsa05205;path:hsa04012;path:hsa05170;WP185;WP2037;WP2038;WP306;WP313;WP314;WP3303;WP3680;WP382;WP3863;WP3888;WP3929;WP4217;WP4223;WP4239;WP4263;WP437;WP4534;WP4541;WP4561;WP4564;WP4565;WP4659;WP4685;WP51;WP673;WP69
ST3GAL4,path:hsa00601
UBB,path:hsa05022;path:hsa04120;path:hsa04137;path:hsa05131;path:hsa05012;path:hsa05167;WP183;WP2371;WP3300
MRPL4,path:hsa03010
SETDB1,path:hsa00310;path:hsa04550;WP2369
MYOG,WP516
SNX12,path:hsa04144
GRIP2,WP4549
MLN,path:hsa04080
CCDC40,WP4352;WP4803
TCP1,WP4949
SLC7A5,path:hsa05230;path:hsa04150;WP2873;WP2882
MAPKAP1,path:hsa04150;WP1471;WP3850;WP3888;WP3915;WP4538;WP4674;WP585
BRD4,WP3888
ZNF200,path:hsa05168
POP4,path:hsa03008;path:hsa03013
CAB39,path:hsa04152;path:hsa04150;WP1403;WP3932;WP474;WP4808
PEX6,path:hsa04146
